Job Titles,Employees,Industry,City,State,Country,Date Post,Job Skills
"Senior Executive, Finance",11-50 employees ,Accounting,Petaling,Selangor,Malaysia,12/14/2023,Management Accounting & Budgeting
Machine Learning Engineer (Team Lead),11-50 employees ,Information & Communication Technology,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,12/14/2023,Networks & Systems Administration
Java Tech Lead - Artificial Intelligence,11-50 employees ,Information & Communication Technology,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,12/14/2023,Architects
"Senior Lecturer, Pharmaceutical Chemistry (Faculty of Pharmacy)",11-50 employees ,Healthcare & Medical, Petaling Jaya,Selangor,Malaysia,12/14/2023,Pharmacy
Medical Records Executive,11-50 employees ,Healthcare & Medical, Petaling Jaya,Selangor,Malaysia,12/14/2023,Management
Credit Admin Executive,11-50 employees ,Real Estate & Property,Kuchai Lama, Federal Territory of Kuala Lumpur,Malaysia,12/14/2023,Administration
"Security Officer - Investigation and Audit Executive, SPX Xpress (Johor)",11-50 employees ,Trades & Services,Johor Bahru, Johor,Malaysia,12/14/2023,Security Services
Senior Manager - Digital Audit,11-50 employees ,Consulting & Strategy,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,12/16/2023,Management & Change Consulting
Commodity Manager,11-50 employees ,"Manufacturing, Transport & Logistics",Bayan Lepas,Pulau Pinang,Malaysia,12/16/2023,"Purchasing, Procurement & Inventory"
Senior Accounts and Admin Executive,11-50 employees ,Accounting,Kajang/Bangi/Serdang,Selangor,Malaysia,12/16/2023,Bookkeeping & Small Practice Accounting
Consulting Analyst - Artificial Intelligence&Data-MY(Data Science/Data Engineer),11-50 employees ,Information & Communication Technology,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,12/16/2023,Consultants
"Senior Executive, Remittance",11-50 employees ,Administration & Office Support,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,12/16/2023,"PA, EA & Secretarial"
Assistant Restaurant Manager,11-50 employees ,Hospitality & Tourism,Johor Bahru, Johor,Malaysia,12/16/2023,Management
ACCOUNT CUM ADMIN EXECUTIVE,11-50 employees ,Accounting,Ipoh,Perak,Malaysia,12/16/2023,Bookkeeping & Small Practice Accounting
Medical Records Executive,11-50 employees ,Healthcare & Medical,Putrajaya, Putrajaya Federal Territory,Malaysia,12/16/2023,General Practitioners
Data Engineer,11-50 employees ,Information & Communication Technology,Bukit Jalil, Federal Territory of Kuala Lumpur,Malaysia,12/16/2023,Database Development & Administration
Cloud Database Migration Engineer,11-50 employees ,Information & Communication Technology,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,12/16/2023,Database Development & Administration
MEDICAL SURGICAL SPECIALIST,11-50 employees ,Engineering,Seberang Perai,Pulau Pinang,Malaysia,12/17/2023,Materials Handling Engineering
"Principal Engineer, Automation Project",11-50 employees ,Engineering,Bayan Lepas,Pulau Pinang,Malaysia,12/17/2023,Electrical/Electronic Engineering
Data Engineer,11-50 employees ,Science & Technology,Petaling,Selangor,Malaysia,12/17/2023,"Mathematics, Statistics & Information Sciences"
Senior Engineer / Engineer - Data Management & Analytics,11-50 employees ,Engineering,Bayan Lepas,Pulau Pinang,Malaysia,12/17/2023,Other
Data Analyst,11-50 employees ,Science & Technology,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,12/17/2023,"Mathematics, Statistics & Information Sciences"
IT Data Engineer (Semiconductor),11-50 employees ,Information & Communication Technology,Bayan Lepas,Pulau Pinang,Malaysia,12/17/2023,Database Development & Administration
Data Analyst,11-50 employees ,Information & Communication Technology,Kuchai Lama, Federal Territory of Kuala Lumpur,Malaysia,12/17/2023,Business/Systems Analysts
"Product Data Analyst, Intern (Hybrid Working)",11-50 employees ,Information & Communication Technology,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,12/17/2023,Business/Systems Analysts
Quality Engineer,11-50 employees ,Engineering,Seberang Perai,Pulau Pinang,Malaysia,12/18/2023,Mechanical Engineering
Internship - Various Department (Multiple Vacancies),11-50 employees ,Administration & Office Support,Setapak, Federal Territory of Kuala Lumpur,Malaysia,12/19/2023,Administrative Assistants
Data Scientist (Hybrid Working),11-50 employees ,Information & Communication Technology,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,12/19/2023,Developers/Programmers
ASSISTANT MANAGER - FINANCE & ACCOUNTS,11-50 employees ,Accounting,Bintulu,Sarawak,Malaysia,12/19/2023,Financial Accounting & Reporting
Finance Manager,11-50 employees ,Accounting, Petaling Jaya,Selangor,Malaysia,12/19/2023,Financial Accounting & Reporting
"Finance, Team Assistant",11-50 employees ,Accounting,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,12/19/2023,Financial Accounting & Reporting
IT Staff Engineer,11-50 employees ,Information & Communication Technology,Bayan Lepas,Pulau Pinang,Malaysia,12/19/2023,Networks & Systems Administration
"Professional 1, Information Technology",11-50 employees ,Information & Communication Technology,Bayan Lepas,Pulau Pinang,Malaysia,12/19/2023,Engineering - Software
Account Assistant,11-50 employees ,Accounting,Shah Alam/Subang,Selangor,Malaysia,12/19/2023,Accounts Officers/Clerks
Audit Manager,11-50 employees ,Accounting,Petaling,Selangor,Malaysia,12/19/2023,Audit - External
Business Development Executive (Johor Bahru),11-50 employees ,Sales,Johor Bahru, Johor,Malaysia,12/19/2023,New Business Development
Machine Learning Engineer (AI),11-50 employees ,Science & Technology,Shah Alam/Subang,Selangor,Malaysia,12/19/2023,"Mathematics, Statistics & Information Sciences"
PURCHASING EXECUTIVE,11-50 employees ,"Manufacturing, Transport & Logistics",Seberang Perai,Pulau Pinang,Malaysia,12/19/2023,"Purchasing, Procurement & Inventory"
Data Analyst,11-50 employees ,Information & Communication Technology,Petaling,Selangor,Malaysia,12/19/2023,Business/Systems Analysts
Data Specialist (MNC Pharmaceutical),11-50 employees ,Healthcare & Medical,Petaling,Selangor,Malaysia,12/19/2023,Pharmaceuticals & Medical Devices
BMS Engineer (Data Center),11-50 employees ,Engineering,Sepang,Selangor,Malaysia,12/19/2023,Electrical/Electronic Engineering
External Audit - Senior Associate / Assistant Manager / Manager,11-50 employees ,Accounting,Petaling,Selangor,Malaysia,12/20/2023,Audit - External
Compliance Executive,11-50 employees ,Administration & Office Support,Petaling,Selangor,Malaysia,12/20/2023,"PA, EA & Secretarial"
Purchasing cum Admin,11-50 employees ,"Manufacturing, Transport & Logistics", Petaling Jaya,Selangor,Malaysia,12/20/2023,"Purchasing, Procurement & Inventory"
Customer Service Advisor,11-50 employees ,Banking & Financial Services,Kota Kinabalu,Sabah,Malaysia,12/20/2023,Banking - Retail/Branch
SALES EXECUTIVE (Based in Penang & Kedah- Branches),11-50 employees ,Sales,Bayan Lepas,Pulau Pinang,Malaysia,12/20/2023,Sales Representatives/Consultants
Data Scientist (Hybrid Working),11-50 employees ,Science & Technology,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,12/20/2023,"Mathematics, Statistics & Information Sciences"
Section Manager - Module engineering (CMP/CT),11-50 employees ,Engineering,Bayan Lepas,Pulau Pinang,Malaysia,12/20/2023,Process Engineering
HR Executive,11-50 employees ,Human Resources & Recruitment,Kota Kinabalu,Sabah,Malaysia,12/20/2023,Consulting & Generalist HR
Senior SRE Analyst,11-50 employees ,Information & Communication Technology,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,12/20/2023,Security
Resident Locum Doctor,11-50 employees ,Healthcare & Medical,Kinta,Perak,Malaysia,12/21/2023,General Practitioners
"Asst Manager / Senior Executive, Finance (Chubb Malaysia Sdn Bhd)",11-50 employees ,Accounting,Petaling,Selangor,Malaysia,12/21/2023,Bookkeeping & Small Practice Accounting
Front Desk Representative,11-50 employees ,Banking & Financial Services,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,12/21/2023,Banking - Business
Sr Facilities Engineer (BO Chargeman Certificate) - US MNC New Plant,11-50 employees ,Engineering,Bayan Lepas,Pulau Pinang,Malaysia,12/21/2023,Electrical/Electronic Engineering
Data Engineer,11-50 employees ,Information & Communication Technology,Bukit Jalil, Federal Territory of Kuala Lumpur,Malaysia,12/21/2023,Database Development & Administration
Accounts Assistant,11-50 employees ,Accounting, Petaling Jaya,Selangor,Malaysia,12/21/2023,Assistant Accountants
Executive (Procurement),11-50 employees ,"Manufacturing, Transport & Logistics",Alor Gajah,Melaka,Malaysia,12/21/2023,"Purchasing, Procurement & Inventory"
"Associate Supervisor, Insurance and Takaful Supervision Department",11-50 employees ,Banking & Financial Services,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,12/21/2023,Compliance & Risk
Customer Service (Fresh Graduate),11-50 employees ,Administration & Office Support,Kajang/Bangi/Serdang,Selangor,Malaysia,12/21/2023,Client & Sales Administration
LIAISON OFFICER,11-50 employees ,Healthcare & Medical,Petaling,Selangor,Malaysia,12/21/2023,General Practitioners
"Associate, MCR Engineer",11-50 employees ,Information & Communication Technology,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,12/21/2023,Telecommunications
Data Scientist Specialist,11-50 employees ,Science & Technology,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,12/21/2023,"Mathematics, Statistics & Information Sciences"
Senior Specialist - IP Network Planning,11-50 employees ,Information & Communication Technology,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,12/21/2023,Engineering - Network
Business Executive,11-50 employees ,Sales,Petaling,Selangor,Malaysia,12/21/2023,New Business Development
SALES EXECUTIVE,11-50 employees ,Retail & Consumer Products,Petaling,Selangor,Malaysia,12/21/2023,Retail Assistants
SOC Lead,11-50 employees ,Information & Communication Technology,Johor Bahru, Johor,Malaysia,12/21/2023,Help Desk & IT Support
Juru Terapi,11-50 employees ,Trades & Services,Gombak,Selangor,Malaysia,12/21/2023,Other
Software Developer (AI / Web3),11-50 employees ,Information & Communication Technology,Petaling,Selangor,Malaysia,12/21/2023,Developers/Programmers
AI Engineer (AI/ML),11-50 employees ,Information & Communication Technology,Johor Bahru, Johor,Malaysia,12/21/2023,Engineering - Software
Data & Analytical Engineer,11-50 employees ,Information & Communication Technology,Bayan Lepas,Pulau Pinang,Malaysia,12/21/2023,Engineering - Software
Senior Lecturer - Computer Science,11-50 employees ,Education & Training,Petaling,Selangor,Malaysia,12/21/2023,Teaching - Tertiary
Principal Structural Engineer (Malaysia),11-50 employees ,Engineering,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,12/21/2023,Civil/Structural Engineering
Senior Structural Engineer (Malaysia),11-50 employees ,Engineering,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,12/21/2023,Civil/Structural Engineering
Data Engineer,11-50 employees ,Information & Communication Technology,Bukit Jalil, Federal Territory of Kuala Lumpur,Malaysia,12/21/2023,Database Development & Administration
Data Strategist,11-50 employees ,Science & Technology,Bukit Jalil, Federal Territory of Kuala Lumpur,Malaysia,12/21/2023,"Mathematics, Statistics & Information Sciences"
Associate Process Engineer (All Modules),11-50 employees ,Engineering,Bayan Lepas,Pulau Pinang,Malaysia,12/21/2023,Process Engineering
Senior Product Data Analyst (Hybrid Working),11-50 employees ,Information & Communication Technology,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,12/21/2023,Business/Systems Analysts
Senior Data Engineer (Hybrid Working),11-50 employees ,Information & Communication Technology,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,12/21/2023,Engineering - Software
BUSINESS SYSTEM ANALYST,11-50 employees ,Information & Communication Technology,Bayan Lepas,Pulau Pinang,Malaysia,12/21/2023,Business/Systems Analysts
BI Developer - Immediate Hiring,11-50 employees ,Science & Technology,Petaling,Selangor,Malaysia,12/21/2023,"Mathematics, Statistics & Information Sciences"
IT Analyst - Database Architect,11-50 employees ,Information & Communication Technology,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,12/21/2023,Database Development & Administration
"Assistant Manager, Data Analytics",11-50 employees ,Banking & Financial Services, Petaling Jaya,Selangor,Malaysia,12/21/2023,Analysis & Reporting
Data Analyst,11-50 employees ,Information & Communication Technology,Bangsar South, Federal Territory of Kuala Lumpur,Malaysia,12/21/2023,Business/Systems Analysts
Database Administrator,11-50 employees ,Information & Communication Technology,Petaling,Selangor,Malaysia,12/21/2023,Database Development & Administration
BPEN_Test Engineer,11-50 employees ,Engineering,Bayan Lepas,Pulau Pinang,Malaysia,12/21/2023,Electrical/Electronic Engineering
Service Quality & Analysis Reporter (contract),11-50 employees ,Call Centre & Customer Service,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,12/21/2023,Customer Service - Call Centre
Engineer - Big Data (Sunway Digital Technology Solutions),11-50 employees ,Information & Communication Technology,Petaling,Selangor,Malaysia,12/21/2023,Programme & Project Management
Database Engineer,11-50 employees ,Information & Communication Technology,Petaling,Selangor,Malaysia,12/21/2023,Database Development & Administration
IT Solution Developer (Semiconductor Operations),11-50 employees ,Information & Communication Technology,Bayan Lepas,Pulau Pinang,Malaysia,12/21/2023,Networks & Systems Administration
Business/ Systems Analyst,11-50 employees ,Information & Communication Technology,Petaling,Selangor,Malaysia,12/21/2023,Business/Systems Analysts
System Analyst,11-50 employees ,Information & Communication Technology,Bayan Lepas,Pulau Pinang,Malaysia,12/21/2023,Business/Systems Analysts
